hotel_name,review_id,value_star,location_star,cleanliness_star,service_star,rooms_star,sleep_quality,star_rating
Hilton Boston Back Bay,review_3589414,4,,5,3,5,,5
InterContinental Boston,review_367509034,5,5,5,5,5,5,5
Hilton Garden Inn Boston Logan Airport,review_374588056,,4,5,5,,,5
Revere Hotel Boston Common,review_261427892,,5,,5,5,,5
Renaissance Boston Waterfront Hotel,review_134138025,3,5,5,3,4,3,3
Omni Parker House,review_2879019,4,,4,4,4,,4
Hyatt Regency Boston,review_309307859,,,,,,,5
"Battery Wharf Hotel, Boston Waterfront",review_124451734,5,5,5,5,5,5,5
Courtyard Boston Copley Square,review_419443329,4,,,5,5,,5
The Westin Boston Waterfront,review_299016750,,,,,,,5
Harborside Inn,review_422395734,,5,,5,3,,3
Hyatt Regency Boston,review_150731022,5,5,3,4,3,4,4
Eliot Hotel,review_423314294,,,,,,,5
Colonnade Hotel,review_97255352,4,5,4,5,5,4,5
The Midtown Hotel,review_391363083,5,5,5,5,5,5,5
The Midtown Hotel,review_391487432,4,5,4,4,4,4,4
Residence Inn Boston Back Bay/Fenway,review_189015948,,,,,,,4
Charlesmark Hotel,review_6917672,5,5,5,3,5,,4
"The Langham, Boston",review_241040817,,,,,,,2
Residence Inn Boston Back Bay/Fenway,review_393693170,,,,,,,5
Hyatt Regency Boston,review_216467214,,5,5,5,,,4
Omni Parker House,review_365949063,4,5,4,4,4,5,4
Seaport Boston Hotel,review_23380139,5,4,5,3,5,,5
"Fairmont Copley Plaza, Boston",review_117546041,5,,5,5,,5,5
Boston Hotel Buckminster,review_231093658,,,,,,,5
Omni Parker House,review_211529775,,,,,,,5
Sheraton Boston Hotel,review_307522376,,,,,,,1
Four Seasons Hotel Boston,review_235462989,,,5,5,5,,5
InterContinental Boston,review_298548970,,5,,5,5,,5
Eliot Hotel,review_216231279,4,,,5,,5,5
Hyatt Regency Boston Harbor,review_290581054,,,,,,,5
Boston Hotel Buckminster,review_125355328,4,4,4,5,3,4,4
Hyatt Regency Boston Harbor,review_319219702,5,5,5,5,5,5,5
Kimpton Nine Zero Hotel,review_177732778,4,5,5,5,5,5,5
"The Envoy Hotel, Autograph Collection",review_387639787,,,,,,,5
Omni Parker House,review_294105675,,,,3,3,4,3
Residence Inn Boston Downtown/Seaport,review_373215245,,,,,,,5
Omni Parker House,review_5716926,4,5,5,4,4,,4
The Boxer Boston,review_193590781,5,5,5,4,5,5,5
Residence Inn Boston Downtown/Seaport,review_397308345,,,,,,,4
Lenox Hotel,review_246336479,5,,,5,,5,5
Boston Harbor Hotel,review_86392383,4,5,5,5,5,5,5
Omni Parker House,review_221255040,5,5,5,5,5,5,5
Harborside Inn,review_84816727,4,5,4,4,4,4,4
Hotel Commonwealth,review_120278002,4,5,5,5,5,5,5
Boston Marriott Copley Place,review_285805047,4,,,5,4,,4
"The Langham, Boston",review_381772370,5,,5,5,,,5
Omni Parker House,review_263184817,4,5,4,4,3,5,4
Hotel Commonwealth,review_127731108,3,5,5,5,4,5,4
Taj Boston,review_298100102,,,,,,,3
Courtyard Boston Logan Airport,review_164066415,,,,,,,5
Boston Harbor Hotel,review_229621653,,,,,,,5
Taj Boston,review_170012971,4,5,5,5,5,4,4
Boston Marriott Long Wharf,review_175799709,3,5,5,5,3,3,4
Copley Square Hotel,review_45426093,4,4,4,4,4,,4
"The Westin Copley Place, Boston",review_117394089,3,,5,3,,5,3
"The Langham, Boston",review_197941672,5,5,5,5,5,5,5
Omni Parker House,review_219613733,5,5,5,5,5,5,5
Taj Boston,review_389627561,5,5,5,5,5,5,5
Boston Marriott Copley Place,review_306459094,4,,,4,4,,4
Chandler Inn,review_76654888,5,3,4,4,3,3,3
Holiday Inn Express Hotel & Suites Boston Garden,review_162687609,5,5,5,5,4,5,5
Hyatt Regency Boston,review_126245902,4,4,4,4,4,4,4
Club Quarters Hotel in Boston,review_117179939,4,,5,5,,5,5
The Westin Boston Waterfront,review_208868041,2,3,5,5,3,5,4
Hyatt Regency Boston Harbor,review_232090790,1,1,2,3,2,,2
XV Beacon,review_119722311,5,5,5,5,5,5,5
"Battery Wharf Hotel, Boston Waterfront",review_55513628,4,4,5,5,5,4,5
Courtyard Boston-South Boston,review_10169199,4,4,5,4,4,,4
Lenox Hotel,review_184248866,5,5,5,5,5,,5
Newbury Guest House,review_171271334,5,5,5,5,5,5,5
The Midtown Hotel,review_321643491,3,4,3,4,2,3,4
The Godfrey Hotel Boston,review_432005805,,,,,,,4
"Fairmont Copley Plaza, Boston",review_431873275,,3,,3,1,,2
"Battery Wharf Hotel, Boston Waterfront",review_217135632,,5,,5,4,,5
Courtyard Boston Copley Square,review_380961500,,,,,,,5
"Fairmont Copley Plaza, Boston",review_354803822,,,5,5,5,,5
Kimpton Onyx Hotel,review_116782210,5,5,5,4,5,,5
"Mandarin Oriental, Boston",review_229608602,5,5,5,5,5,5,5
Aloft Boston Seaport,review_365502664,,,,,,,4
Hotel Commonwealth,review_118132590,5,5,,5,5,,5
Lenox Hotel,review_93910756,5,5,5,5,5,5,5
Wyndham Boston Beacon Hill,review_258858995,3,5,4,3,3,1,3
Omni Parker House,review_327541743,3,5,5,4,3,4,4
Seaport Boston Hotel,review_413764053,5,5,5,5,5,3,5
Loews Boston Hotel,review_245827991,4,5,5,5,5,,5
The Westin Boston Waterfront,review_185240833,3,4,4,4,4,5,5
DoubleTree Suites by Hilton Boston-Cambridge,review_19353640,,3,4,4,4,,4
Revere Hotel Boston Common,review_205979107,5,5,5,5,5,5,5
Club Quarters Hotel in Boston,review_6568756,4,4,4,4,5,,4
Omni Parker House,review_395688052,4,5,3,5,3,4,3
Kimpton Onyx Hotel,review_37697578,5,5,5,5,4,,5
Hotel Commonwealth,review_294039644,5,,,5,,5,5
Charlesmark Hotel,review_6133046,4,4,5,2,4,,4
Hilton Boston Downtown / Faneuil Hall,review_416799922,,,5,5,,5,5
Harborside Inn,review_282961411,5,5,,5,,,5
The Inn at Longwood Medical,review_138867615,5,4,5,4,5,5,5
"Fairmont Copley Plaza, Boston",review_187186596,3,5,5,4,4,4,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_162247470,5,5,5,5,5,5,5
Copley Square Hotel,review_391375782,,,5,5,5,,5
Taj Boston,review_406602897,,,,,,,5
Copley House,review_188938826,5,5,5,5,4,4,4
Boston Marriott Copley Place,review_243140239,3,,4,4,,,4
Colonnade Hotel,review_395743323,4,,5,5,,,4
Seaport Boston Hotel,review_230945487,1,5,3,3,3,,1
Boston Hotel Buckminster,review_145494622,5,5,5,5,4,5,5
Comfort Inn - Boston,review_384460067,,,,,,,3
Loews Boston Hotel,review_273485201,,,,,,,2
The Verb Hotel,review_380964009,,,,,,,4
Hilton Boston Downtown / Faneuil Hall,review_333875618,,,,5,5,5,5
Boston Park Plaza,review_375750136,5,5,5,5,5,4,5
Hilton Boston Back Bay,review_216225877,3,,,4,,5,3
Four Seasons Hotel Boston,review_131470613,5,5,5,5,4,5,5
The Westin Boston Waterfront,review_169099504,5,3,5,5,5,5,5
"The Westin Copley Place, Boston",review_236634295,,,,5,4,4,4
Lenox Hotel,review_105145469,5,5,5,5,4,,5
Kimpton Nine Zero Hotel,review_244828881,5,5,5,5,5,,5
"The Langham, Boston",review_254565030,,,5,4,5,,5
XV Beacon,review_3607252,3,,5,5,4,,4
Revere Hotel Boston Common,review_386952043,4,,,4,5,,4
Courtyard Boston Downtown,review_423140152,,4,,4,3,,3
Taj Boston,review_126336997,4,5,5,5,5,5,5
Taj Boston,review_410722262,,,,,,,5
Ramada Boston,review_420570833,5,5,5,5,5,5,5
W Boston,review_328284773,,,,,,,5
The Godfrey Hotel Boston,review_347935327,,,,,,,3
Club Quarters Hotel in Boston,review_133867379,4,5,5,4,4,5,4
Hotel Commonwealth,review_119513672,5,5,5,5,5,5,5
InterContinental Boston,review_392920970,4,5,,5,,,5
The Westin Boston Waterfront,review_135978159,5,5,5,5,5,5,5
Loews Boston Hotel,review_219713204,,,5,5,,3,5
Residence Inn Boston Back Bay/Fenway,review_272280780,,,,,,,4
Kimpton Nine Zero Hotel,review_18403901,4,5,2,5,4,,5
Boston Marriott Long Wharf,review_221547176,3,,,4,3,,3
Beacon Hill Hotel and Bistro,review_11239007,3,5,4,5,3,,4
The Midtown Hotel,review_93713335,5,5,4,5,4,5,4
The Boxer Boston,review_271360672,5,,5,5,,,4
Embassy Suites by Hilton Boston - at Logan Airport,review_163728029,5,4,5,5,5,,5
Colonnade Hotel,review_119777953,3,5,5,5,5,4,5
Boston Marriott Long Wharf,review_352248062,,,5,5,5,,5
W Boston,review_267812567,,,,,,,5
Hotel 140,review_293762623,5,5,5,5,4,4,5
Seaport Boston Hotel,review_230636728,5,4,5,5,5,4,5
XV Beacon,review_171817354,5,5,5,5,5,,5
Hilton Garden Inn Boston Logan Airport,review_364929361,,,4,4,,4,4
Sheraton Boston Hotel,review_320257226,,,,,,,3
DoubleTree Club by Hilton Hotel Boston Bayside,review_284155829,,3,,5,5,,5
Chandler Inn,review_247133667,4,,4,4,,,4
The Midtown Hotel,review_371116513,,,5,5,,3,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_118574705,5,3,4,5,4,4,4
W Boston,review_270645683,4,,5,5,,,5
Hilton Boston Back Bay,review_340131950,4,4,4,4,4,5,3
Omni Parker House,review_198771141,4,5,5,4,4,4,4
"The Langham, Boston",review_366821967,,,,,,,5
The Midtown Hotel,review_350266443,3,5,3,4,3,4,3
Omni Parker House,review_4775292,5,,5,5,5,,5
Revere Hotel Boston Common,review_413987341,4,5,,5,,,5
Kimpton Onyx Hotel,review_156639081,4,5,4,5,4,4,5
Four Seasons Hotel Boston,review_123787225,5,5,5,5,5,5,5
The Boxer Boston,review_354388328,,5,,5,,5,5
Taj Boston,review_159935001,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_246369160,,,,5,5,5,5
"The Envoy Hotel, Autograph Collection",review_412026487,4,,,4,4,,4
Omni Parker House,review_275774942,,,,,,,3
Charlesmark Hotel,review_6152775,2,4,4,2,4,,2
"Fairmont Copley Plaza, Boston",review_356660270,,,4,4,,4,3
The Verb Hotel,review_391043186,,,,,,,5
Residence Inn Boston Harbor on Tudor Wharf,review_164257316,5,5,5,5,5,4,5
Hotel Boston,review_137302627,4,4,4,4,4,4,4
Hyatt Regency Boston,review_3305448,5,,4,5,4,,4
Hotel Commonwealth,review_239764570,,5,5,5,,,5
The Verb Hotel,review_340543039,,,4,5,4,,4
Harborside Inn,review_63045535,4,4,5,4,4,4,4
The Westin Boston Waterfront,review_311611598,5,5,,5,,,4
Hilton Boston Back Bay,review_136013748,2,4,3,3,4,3,2
Boston Marriott Copley Place,review_417419476,,,5,5,,5,4
Revere Hotel Boston Common,review_408483147,5,5,5,5,5,5,5
Milner Hotel,review_115531406,4,,5,4,,4,4
Loews Boston Hotel,review_337476697,5,5,5,5,5,5,5
Harborside Inn,review_231344354,,5,5,4,,,4
DoubleTree Club by Hilton Hotel Boston Bayside,review_226564610,5,4,5,5,4,5,5
Kimpton Nine Zero Hotel,review_208297802,,,,,,,5
Seaport Boston Hotel,review_214776679,5,5,5,5,5,5,5
DoubleTree by Hilton Hotel Boston - Downtown,review_343238043,5,5,5,5,5,5,5
Hotel Boston,review_87309035,5,5,5,5,5,5,5
Boston Marriott Long Wharf,review_249299418,4,5,,5,,,4
Club Quarters Hotel in Boston,review_248237241,3,,4,4,,,4
Colonnade Hotel,review_143686157,4,4,4,5,5,5,5
Copley Square Hotel,review_136709165,3,4,5,3,4,4,3
Sheraton Boston Hotel,review_428782152,,,5,5,,5,5
"Marriott Vacation Club Pulse at Custom House, Boston",review_395880546,5,,,5,5,,5
The Westin Boston Waterfront,review_382832012,,5,5,5,,,5
The Westin Boston Waterfront,review_180245993,2,3,3,4,3,4,3
Kimpton Nine Zero Hotel,review_384000557,,,,,,,5
Boston Marriott Long Wharf,review_237204563,,,4,5,,5,5
InterContinental Boston,review_216862608,,,4,4,4,,4
Copley Square Hotel,review_241248535,4,,5,5,,,5
Courtyard Boston Copley Square,review_388846378,,4,,3,,3,3
Seaport Boston Hotel,review_363170198,,,,,,,5
"Fairmont Copley Plaza, Boston",review_214191282,5,5,5,5,5,5,5
The Midtown Hotel,review_355258879,4,4,3,3,4,4,3
Chandler Inn,review_282037596,3,,,4,,5,4
"The Westin Copley Place, Boston",review_116025508,4,,5,5,,5,5
Hotel 140,review_183619855,,,,,,,4
Seaport Boston Hotel,review_214430127,5,5,5,5,5,5,5
Days Hotel Boston-Harvard Fenway,review_374300102,,,,,,,4
Omni Parker House,review_129136758,5,5,5,5,5,5,5
Hotel Commonwealth,review_165846044,5,5,5,5,5,5,5
Hyatt Regency Boston Harbor,review_253633766,4,4,4,4,4,4,4
Lenox Hotel,review_218874125,,5,,5,4,,4
Seaport Boston Hotel,review_368529766,,,,,,,5
"The Westin Copley Place, Boston",review_221407710,,5,,4,,4,4
Hilton Garden Inn Boston Logan Airport,review_351983754,,5,,5,,5,5
Revere Hotel Boston Common,review_431249761,,4,5,4,,,4
Kimpton Nine Zero Hotel,review_256578785,,5,,5,,5,4
Courtyard Boston-South Boston,review_327693258,,,,2,3,3,3
Hyatt Regency Boston Harbor,review_180104821,4,4,4,5,3,4,4
Omni Parker House,review_157813931,5,5,5,5,5,4,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_207338430,5,4,4,4,3,4,4
Boston Harbor Hotel,review_160876031,4,5,5,5,5,5,5
Hyatt Regency Boston,review_191281154,3,4,4,3,3,4,3
"The Westin Copley Place, Boston",review_116874550,5,,5,5,,5,5
Courtyard Boston Copley Square,review_306946757,3,,,5,,5,5
Hilton Boston Logan Airport,review_330170252,,5,,5,,5,5
Constitution Inn,review_233264532,3,,,3,,3,2
Omni Parker House,review_298180613,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_250988901,,3,,5,5,,4
Hyatt Regency Boston,review_118865575,4,5,5,5,5,5,5
Colonnade Hotel,review_156129779,4,5,5,5,5,,5
Hotel 140,review_182723287,5,5,4,4,3,4,4
The Godfrey Hotel Boston,review_361765622,4,4,4,4,4,4,4
Kimpton Nine Zero Hotel,review_129377596,4,5,5,5,5,,5
Hilton Boston Downtown / Faneuil Hall,review_246394252,,5,,5,,5,5
Omni Parker House,review_422015228,2,5,2,3,2,3,2
"Battery Wharf Hotel, Boston Waterfront",review_119687409,4,3,5,5,5,5,5
Wyndham Boston Beacon Hill,review_340570874,5,5,5,5,4,3,3
"The Ritz-Carlton, Boston",review_137894645,3,3,5,5,4,4,4
"Fairmont Copley Plaza, Boston",review_231010162,,5,,4,4,,4
Seaport Boston Hotel,review_211940560,5,5,5,5,5,5,5
Courtyard Boston Copley Square,review_125963256,5,5,5,5,5,5,5
Copley Square Hotel,review_144872675,2,5,5,4,3,,3
DoubleTree by Hilton Hotel Boston - Downtown,review_307393503,5,,,5,,5,4
The Verb Hotel,review_291620203,5,5,,5,,,5
Hilton Boston Back Bay,review_119437716,5,5,5,5,5,5,5
W Boston,review_156729269,5,5,5,5,5,5,5
Omni Parker House,review_145808609,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_422272617,,,,,,,4
Harborside Inn,review_364962819,3,,,5,,1,3
InterContinental Boston,review_258546478,4,,,2,,5,4
Kimpton Onyx Hotel,review_139314082,5,5,5,5,5,5,5
Club Quarters Hotel in Boston,review_235499955,4,,,4,3,,3
Embassy Suites by Hilton Boston - at Logan Airport,review_195288056,4,5,4,5,3,4,4
"The Westin Copley Place, Boston",review_216156188,4,5,,4,,,4
The Bostonian Boston,review_99037462,5,5,5,5,5,5,5
"Marriott Vacation Club Pulse at Custom House, Boston",review_144676350,4,5,4,5,5,,5
"The Westin Copley Place, Boston",review_188075350,5,5,5,5,4,5,4
Seaport Boston Hotel,review_376322005,3,5,4,3,4,4,3
Hotel 140,review_127239827,5,4,4,4,3,,4
Harborside Inn,review_433044367,,,4,4,,4,4
Kimpton Nine Zero Hotel,review_156116124,5,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_205819504,4,5,5,5,5,4,5
Seaport Boston Hotel,review_362949227,5,3,5,5,5,5,5
InterContinental Boston,review_185960313,5,5,5,5,5,5,5
Hyatt Regency Boston Harbor,review_236183366,3,,,5,5,,4
Comfort Inn - Boston,review_293031873,3,2,,3,,,3
Chandler Inn,review_273409275,3,,4,4,,,3
Club Quarters Hotel in Boston,review_350888491,,,5,5,5,,5
Revere Hotel Boston Common,review_250209672,,,,,,,5
Omni Parker House,review_410871830,5,5,5,5,,5,5
XV Beacon,review_61633468,5,5,5,5,5,5,5
Lenox Hotel,review_327299307,,,,,,,4
"The Langham, Boston",review_306290013,5,5,5,5,5,5,5
The Bostonian Boston,review_167331378,3,5,4,5,4,4,4
Courtyard Boston Copley Square,review_425405365,,5,,5,,5,5
Boston Park Plaza,review_385504373,3,5,3,4,3,5,3
Chandler Inn,review_105399097,4,4,3,4,4,,4
Boston Harbor Hotel,review_176569688,3,4,3,3,2,4,4
Taj Boston,review_87146127,4,4,5,5,5,5,4
Hotel Commonwealth,review_160002595,5,5,5,5,5,5,5
Hotel 140,review_158715565,,,,,,,4
Seaport Boston Hotel,review_185216611,4,4,5,5,4,5,4
"Ames Boston Hotel, Curio Collection by Hilton",review_153982374,4,5,5,4,5,5,4
InterContinental Boston,review_235047934,,,5,5,5,,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_259698812,5,5,5,5,5,5,5
W Boston,review_231683630,4,,5,5,,,5
Hampton Inn & Suites Boston Crosstown Center,review_364831413,5,3,4,4,4,4,4
Hampton Inn & Suites Boston Crosstown Center,review_365171152,,,,4,5,5,4
The Verb Hotel,review_357956825,5,,,4,,5,4
"The Langham, Boston",review_275341876,,,,,,,2
Embassy Suites by Hilton Boston - at Logan Airport,review_111281386,3,,4,4,,4,4
Boston Marriott Copley Place,review_292747636,3,,4,4,,,4
Revere Hotel Boston Common,review_218518623,4,,,5,,2,4
Newbury Guest House,review_171457796,3,5,4,3,3,4,3
Loews Boston Hotel,review_203530800,4,4,5,5,5,5,5
Charlesmark Hotel,review_140803487,4,5,5,4,3,,4
Hotel 140,review_15643768,4,5,5,4,3,,1
"The Westin Copley Place, Boston",review_319273102,,,,5,5,5,5
Omni Parker House,review_173112979,1,5,4,4,3,3,3
InterContinental Boston,review_83244088,5,4,5,5,5,5,5
Kimpton Nine Zero Hotel,review_10006610,5,5,5,5,5,,5
Lenox Hotel,review_156296810,3,5,4,4,3,1,3
The Midtown Hotel,review_403689729,5,4,5,5,4,5,4
Hotel Commonwealth,review_136342089,5,5,5,5,5,5,5
Boston Harbor Hotel,review_131646729,5,5,5,5,5,5,5
"Ames Boston Hotel, Curio Collection by Hilton",review_89372151,5,5,5,5,5,,5
DoubleTree Suites by Hilton Boston-Cambridge,review_138094131,4,4,5,5,5,5,5
Hyatt Regency Boston,review_114839101,5,,5,5,,5,5
XV Beacon,review_115988544,5,,5,5,,5,5
The Inn at Longwood Medical,review_135106962,,,,,,,5
"The Ritz-Carlton, Boston",review_210213706,3,5,5,5,5,5,5
The Godfrey Hotel Boston,review_425065295,4,5,5,5,4,5,5
Beacon Hill Hotel and Bistro,review_209001451,1,4,3,3,3,3,2
Seaport Boston Hotel,review_180225320,4,5,5,5,4,3,5
Hotel Commonwealth,review_240895773,5,,5,5,,,5
Copley Square Hotel,review_158746717,3,5,3,4,4,3,4
Charlesmark Hotel,review_363505843,5,,5,5,,,5
Omni Parker House,review_153817159,5,5,5,5,4,5,5
Eliot Hotel,review_251535601,5,,,5,,5,5
Eliot Hotel,review_314919404,5,,5,5,,,5
The Midtown Hotel,review_417694132,,4,,4,3,,4
Kimpton Nine Zero Hotel,review_187220390,4,5,4,5,4,4,4
Residence Inn Boston Harbor on Tudor Wharf,review_377193418,5,5,,5,,,5
Holiday Inn Express Boston,review_144925817,4,3,5,5,4,5,4
Hotel Commonwealth,review_141654183,4,5,5,5,4,4,4
Wyndham Boston Beacon Hill,review_170182480,4,5,5,4,5,5,5
Embassy Suites by Hilton Boston - at Logan Airport,review_144171964,5,5,4,4,4,4,4
"The Westin Copley Place, Boston",review_228027676,,5,,3,,5,4
"Mandarin Oriental, Boston",review_215289528,,5,,5,5,,5
Courtyard Boston Logan Airport,review_181166538,4,5,4,4,4,4,4
Holiday Inn Express Hotel & Suites Boston Garden,review_91873784,4,5,5,5,4,2,4
InterContinental Boston,review_127639268,1,3,2,1,1,1,1
Kimpton Nine Zero Hotel,review_202958411,,,,,,,5
Residence Inn Boston Harbor on Tudor Wharf,review_380430902,,,5,5,,5,5
Omni Parker House,review_3296192,5,,5,5,5,,4
"Fairmont Copley Plaza, Boston",review_373972855,5,,5,5,,,5
Lenox Hotel,review_19760661,5,5,5,5,5,,5
Kimpton Onyx Hotel,review_125718803,5,5,5,5,5,5,5
"The Liberty, A Luxury Collection Hotel",review_417203868,,,,,,,5
Courtyard Boston Copley Square,review_149819012,5,5,5,5,5,5,5
Boston Hotel Buckminster,review_401031291,,,,,,,4
The Midtown Hotel,review_315651911,3,5,5,5,4,5,5
The Bostonian Boston,review_211099895,5,5,5,5,5,5,5
Beacon Hill Hotel and Bistro,review_30548500,2,5,3,3,2,,3
Omni Parker House,review_428007015,3,,,4,,5,3
Seaport Boston Hotel,review_222310094,4,4,4,4,5,4,4
The Westin Boston Waterfront,review_127134437,,,,,,,5
InterContinental Boston,review_22154458,5,4,5,5,5,,5
The Inn at Longwood Medical,review_351360485,,4,4,5,,,5
"The Langham, Boston",review_296336055,,,,,,,4
Hotel 140,review_418848736,2,4,5,2,2,2,1
Lenox Hotel,review_181949837,5,5,5,5,3,5,5
W Boston,review_291475511,3,,5,5,,,4
Omni Parker House,review_368437642,,,,,,,4
Boston Park Plaza,review_418497525,,,5,4,,5,5
enVision Hotel Boston - Longwood,review_267353232,5,,,5,,5,5
Hotel Commonwealth,review_132755300,3,5,5,5,4,4,4
XV Beacon,review_216393641,,,,,,,5
Kimpton Onyx Hotel,review_13315095,3,2,4,4,4,,2
The Godfrey Hotel Boston,review_370274706,4,5,5,5,5,5,4
Hyatt Regency Boston,review_123854151,2,3,3,3,3,3,3
Hotel 140,review_349117572,4,5,5,5,4,4,5
Wyndham Boston Beacon Hill,review_281834426,,,,3,3,5,4
Kimpton Nine Zero Hotel,review_334843527,,,,,,,5
Hilton Boston Back Bay,review_163692980,1,5,3,1,1,1,2
Seaport Boston Hotel,review_205387880,5,5,5,5,5,5,5
The Bostonian Boston,review_419941687,3,5,,5,,,5
"The Westin Copley Place, Boston",review_358432096,,,,,,,4
Revere Hotel Boston Common,review_165700410,4,5,5,5,5,5,4
The Inn at Longwood Medical,review_139529798,4,4,4,5,4,4,4
Hilton Boston Back Bay,review_171485666,3,4,3,3,3,,3
Boston Marriott Long Wharf,review_338185687,,,,3,3,2,3
Hotel 140,review_165494129,5,5,4,5,3,4,4
Chandler Inn,review_310361011,,,,,,,4
"Ames Boston Hotel, Curio Collection by Hilton",review_216237445,5,,,5,5,,5
The Verb Hotel,review_370634033,,,,,,,2
The Midtown Hotel,review_213999978,2,3,3,2,3,1,1
Boston Harbor Hotel,review_200599545,3,5,5,5,4,5,5
Seaport Boston Hotel,review_303080912,,,,,,,5
Hotel Commonwealth,review_215632529,,,,,,,4
Colonnade Hotel,review_138217827,5,5,5,5,5,5,5
The Midtown Hotel,review_310579830,,,,,,,4
Omni Parker House,review_167298272,5,5,5,5,4,5,5
The Verb Hotel,review_425291739,,,,5,5,5,4
DoubleTree by Hilton Hotel Boston - Downtown,review_233870334,3,5,5,5,5,5,5
DoubleTree Suites by Hilton Boston-Cambridge,review_240300586,,,,,,,4
The Bostonian Boston,review_122987757,5,5,5,5,5,5,5
Courtyard Boston Copley Square,review_38813612,5,5,5,5,4,,5
Loews Boston Hotel,review_167769802,5,5,5,5,5,5,5
The Westin Boston Waterfront,review_82458674,4,4,5,5,4,5,5
DoubleTree by Hilton Hotel Boston - Downtown,review_255448296,,,,,,,4
Boston Park Plaza,review_394431431,,,,,,,3
Seaport Boston Hotel,review_262811899,5,5,5,5,5,5,5
Sheraton Boston Hotel,review_273121274,,5,,5,,5,5
The Midtown Hotel,review_215599346,3,4,4,4,4,3,4
InterContinental Boston,review_242204773,,5,,5,,4,4
Hilton Boston Logan Airport,review_232638237,4,5,5,5,5,5,5
DoubleTree by Hilton Hotel Boston - Downtown,review_406814400,5,5,,5,,,5
Colonnade Hotel,review_381009773,,5,,5,,5,5
"The Westin Copley Place, Boston",review_178713309,4,5,5,5,5,5,5
"Fairmont Copley Plaza, Boston",review_250142784,4,,,5,4,,4
The Bostonian Boston,review_223015604,,5,,5,,4,5
Renaissance Boston Waterfront Hotel,review_398356961,,,5,5,,4,5
Hyatt Regency Boston Harbor,review_123141879,4,5,4,5,5,4,4
"Fairmont Copley Plaza, Boston",review_170513691,4,4,5,5,5,5,5
"Ames Boston Hotel, Curio Collection by Hilton",review_83131271,4,5,5,5,5,5,5
The Inn at Longwood Medical,review_200532309,,,,,,,2
Hotel Commonwealth,review_326462998,,,5,5,,5,5
The Midtown Hotel,review_18962042,5,5,5,5,5,,5
DoubleTree by Hilton Hotel Boston - Downtown,review_354371818,,5,,5,,5,5
Sheraton Boston Hotel,review_318319920,,4,,5,,4,4
Hilton Garden Inn Boston Logan Airport,review_349570370,5,5,5,5,5,5,5
Hilton Boston Downtown / Faneuil Hall,review_296489647,,,,,,,3
DoubleTree by Hilton Hotel Boston - Downtown,review_250342656,,,,,,,5
Kimpton Nine Zero Hotel,review_281906415,,,,,,,5
Renaissance Boston Waterfront Hotel,review_207821310,3,4,3,4,3,4,3
"Marriott Vacation Club Pulse at Custom House, Boston",review_15050888,4,5,5,5,5,,5
The Midtown Hotel,review_420666695,2,5,4,4,4,5,4
Kimpton Nine Zero Hotel,review_21234440,4,5,5,5,5,,5
"The Ritz-Carlton, Boston",review_393601906,,,,,,,5
Harborside Inn,review_233849717,3,4,,3,,,3
The Westin Boston Waterfront,review_138811533,,,,,,,4
Hyatt Regency Boston,review_33609167,2,5,4,3,2,,3
Hotel Commonwealth,review_385924784,,,,,,,5
Omni Parker House,review_198771154,5,5,5,5,5,5,5
Boston Marriott Long Wharf,review_120035909,4,5,5,5,5,1,3
Harborside Inn,review_130485983,4,5,5,4,4,4,4
Loews Boston Hotel,review_372039171,4,,,5,4,,4
Hyatt Regency Boston,review_421327169,,,,,,,5
The Godfrey Hotel Boston,review_366711720,4,5,5,5,5,5,5
"Battery Wharf Hotel, Boston Waterfront",review_172892243,4,5,5,5,5,5,5
Hyatt Regency Boston,review_351023363,,5,,5,,4,4
Omni Parker House,review_32462501,4,5,2,3,2,,3
Four Seasons Hotel Boston,review_76550099,3,5,5,5,5,5,5
Harborside Inn,review_373046046,,,,,,,3
Hotel 140,review_425533722,2,4,,3,,,3
Embassy Suites by Hilton Boston - at Logan Airport,review_418297400,5,5,4,5,4,4,5
DoubleTree Club by Hilton Hotel Boston Bayside,review_287739595,,4,,5,5,,3
The Westin Boston Waterfront,review_8029617,4,3,5,5,4,,4
Chandler Inn,review_239866813,,,,,,,3
XV Beacon,review_30336290,5,5,5,5,5,,5
"Fairmont Copley Plaza, Boston",review_283341859,4,5,,5,,,4
Boston Harbor Hotel,review_401404387,,5,,5,5,,5
Lenox Hotel,review_162622110,5,5,5,5,5,5,5
"The Langham, Boston",review_377148033,,,,,,,5
"Fairmont Copley Plaza, Boston",review_368783563,5,5,5,5,5,5,5
Hilton Boston Back Bay,review_330086311,5,5,5,5,5,5,5
"The Liberty, A Luxury Collection Hotel",review_403853804,,,,,,,4
Omni Parker House,review_3101587,3,,4,4,2,,3
Seaport Boston Hotel,review_177551726,5,5,5,5,5,5,5
The Verb Hotel,review_293711034,,,,,,,5
